"CustomerID";"Gender";"Age";"Geography";"Tenure";"Contract";"MonthlyCharges";"SupportTickets";"UsageScore";"Churn";"TotalCharges"
"CUST-10027";"Female";"1. Young Adult (18-30)";"South";20;"Monthly";78.75;0;81.32;0;1575.0
"CUST-10028";"Non-binary";"1. Young Adult (18-30)";"North";9;"One year";108.96;2;58.05;0;980.64
"CUST-10029";"Male";"2. Adult (31-50)";"North";6;"Monthly";69.23;0;81.93;1;415.38
"CUST-1003";"Female";"2. Adult (31-50)";"West";54;"One year";22.49;9;30.15;0;1214.46
"CUST-10030";"Male";"3. Senior (51+)";"North";24;"Two year";80.07;6;24.18;0;1921.68
"CUST-10031";"Non-binary";"4. Unkownn/Missing";"West";51;"Monthly";35.11;0;57.9;0;1790.61
"CUST-10032";"Female";"4. Unkownn/Missing";"East";40;"One year";36.28;2;16.55;1;1451.2
"CUST-10033";"Female";"3. Senior (51+)";"West";26;"Monthly";27.6;1;99.39;0;717.6
"CUST-10034";"Female";"2. Adult (31-50)";"South";33;"Monthly";105.38;1;54.53;0;3477.54
"CUST-10035";"Non-binary";"3. Senior (51+)";"North";31;"Monthly";32.34;0;66.79;1;1002.54
"CUST-10036";"Male";"2. Adult (31-50)";"North";42;"Monthly";20.4;0;15.69;1;856.8
"CUST-10037";"Male";"2. Adult (31-50)";"North";50;"One year";58.43;0;25.21;0;2921.5
"CUST-10038";"Male";"2. Adult (31-50)";"West";25;"Monthly";110.71;1;54.36;0;2767.75
"CUST-10039";"Non-binary";"3. Senior (51+)";"South";0;"One year";106.52;1;45.39;0;0.0
"CUST-1004";"Female";"1. Young Adult (18-30)";"North";4;"Two year";99.18;0;43.02;0;396.72
"CUST-10040";"Male";"1. Young Adult (18-30)";"South";51;"Monthly";42.15;0;57.9;0;2149.65
"CUST-10041";"Male";"1. Young Adult (18-30)";"East";72;"Monthly";119.08;0;12.64;1;8573.76
"CUST-10042";"Non-binary";"3. Senior (51+)";"North";8;"Monthly";50.46;3;56.44;1;403.68
"CUST-10043";"Female";"1. Young Adult (18-30)";"North";55;"Two year";63.64;0;56.25;0;3500.2
"CUST-10044";"Male";"1. Young Adult (18-30)";"East";34;"One year";38.63;0;29.63;0;1313.42
"CUST-10045";"Male";"3. Senior (51+)";"East";48;"Monthly";113.36;2;59.96;1;5441.28
"CUST-10046";"Female";"2. Adult (31-50)";"North";40;"Two year";91.04;0;48.79;0;3641.6
"CUST-10047";"Non-binary";"1. Young Adult (18-30)";"West";21;"One year";105.67;3;55.93;0;2219.07
"CUST-10048";"Female";"3. Senior (51+)";"East";43;"One year";82.06;0;94.16;0;3528.58
"CUST-10049";"Female";"3. Senior (51+)";"South";41;"Monthly";56.58;0;51.63;1;2319.78
"CUST-1005";"Male";"3. Senior (51+)";"South";69;"One year";50.24;0;57.1;0;3466.56
"CUST-10050";"Female";"3. Senior (51+)";"East";65;"Monthly";78.18;2;55.95;0;5081.7
"CUST-10051";"Male";"1. Young Adult (18-30)";"West";39;"One year";105.87;0;59.64;0;4128.93
"CUST-10052";"Male";"2. Adult (31-50)";"North";67;"Monthly";69.28;0;52.82;0;4641.76
"CUST-10053";"Female";"3. Senior (51+)";"West";27;"Monthly";54.67;5;36.53;0;1476.09
"CUST-10054";"Male";"1. Young Adult (18-30)";"North";8;"Monthly";70.86;1;85.25;1;566.88
"CUST-10055";"Female";"2. Adult (31-50)";"North";18;"Monthly";51.28;1;63.42;0;923.04
"CUST-10056";"Male";"1. Young Adult (18-30)";"East";49;"One year";36.57;0;54.7;0;1791.93
"CUST-10057";"Non-binary";"3. Senior (51+)";"South";4;"One year";85.53;1;84.16;1;342.12
"CUST-10058";"Male";"2. Adult (31-50)";"West";23;"Two year";52.85;0;56.11;0;1215.55
"CUST-10059";"Female";"1. Young Adult (18-30)";"West";31;"Monthly";21.46;0;51.61;0;665.26
"CUST-1006";"Male";"2. Adult (31-50)";"North";10;"Monthly";24.11;0;65.38;1;241.1
"CUST-10060";"Female";"2. Adult (31-50)";"South";47;"Monthly";20.47;1;52.58;0;962.09
"CUST-10061";"Female";"1. Young Adult (18-30)";"North";36;"One year";108.35;0;49.15;1;3900.6
"CUST-10062";"Female";"3. Senior (51+)";"South";10;"Monthly";94.25;1;63.24;0;942.5
"CUST-10063";"Male";"3. Senior (51+)";"North";13;"Monthly";96.73;0;18.92;0;1257.49
"CUST-10064";"Male";"3. Senior (51+)";"East";52;"Monthly";111.7;3;54.79;1;5808.4
"CUST-10065";"Male";"2. Adult (31-50)";"South";61;"Monthly";20.67;2;55.13;1;1260.87
"CUST-10066";"Male";"1. Young Adult (18-30)";"North";55;"Monthly";49.69;0;24.83;0;2732.95
"CUST-10067";"Female";"1. Young Adult (18-30)";"West";20;"Monthly";31.86;0;22.69;1;637.2
"CUST-10068";"Female";"2. Adult (31-50)";"West";1;"One year";40.89;0;43.21;0;40.89
"CUST-10069";"Male";"2. Adult (31-50)";"South";45;"Two year";37.54;0;56.4;0;1689.3
"CUST-1007";"Non-binary";"4. Unkownn/Missing";"North";70;"Two year";67.01;0;58.23;0;4690.7
"CUST-10070";"Male";"1. Young Adult (18-30)";"North";20;"Monthly";74.53;5;26.99;1;1490.6
"CUST-10071";"Male";"1. Young Adult (18-30)";"North";58;"Monthly";35.05;3;98.0;0;2032.9
"CUST-10072";"Female";"2. Adult (31-50)";"North";61;"One year";43.49;0;31.43;0;2652.89
"CUST-10073";"Non-binary";"3. Senior (51+)";"East";23;"Two year";23.02;0;88.0;1;529.46
"CUST-10074";"Male";"2. Adult (31-50)";"West";50;"Monthly";118.72;0;54.57;0;5936.0
"CUST-10075";"Male";"3. Senior (51+)";"West";70;"Monthly";116.97;0;93.03;0;8187.9
"CUST-10076";"Non-binary";"3. Senior (51+)";"South";43;"Monthly";89.33;0;92.53;0;3841.19
"CUST-10077";"Female";"4. Unkownn/Missing";"West";34;"Monthly";118.95;1;52.64;1;4044.3
"CUST-10078";"Female";"3. Senior (51+)";"South";25;"Monthly";49.92;0;57.71;0;1248.0
"CUST-10079";"Female";"3. Senior (51+)";"North";51;"One year";82.59;3;57.9;0;4212.09
"CUST-1008";"Female";"1. Young Adult (18-30)";"West";57;"One year";61.98;0;36.36;0;3532.86
"CUST-10080";"Female";"3. Senior (51+)";"South";57;"One year";59.58;2;58.76;0;3396.06
"CUST-10081";"Male";"3. Senior (51+)";"West";18;"Monthly";57.71;6;15.13;1;1038.78
"CUST-10082";"Male";"3. Senior (51+)";"North";9;"Monthly";119.89;1;99.55;1;1079.01
"CUST-10083";"Non-binary";"3. Senior (51+)";"West";30;"One year";113.11;2;44.46;0;3393.3
"CUST-10084";"Male";"3. Senior (51+)";"East";35;"One year";113.11;0;33.39;1;3958.85
"CUST-10085";"Non-binary";"2. Adult (31-50)";"West";45;"Monthly";62.62;2;56.4;1;2817.9
"CUST-10086";"Male";"3. Senior (51+)";"East";7;"Monthly";100.81;3;59.79;0;705.67
"CUST-10087";"Female";"1. Young Adult (18-30)";"North";13;"Monthly";114.93;0;56.82;0;1494.09
"CUST-10088";"Male";"3. Senior (51+)";"South";60;"One year";57.96;3;57.22;0;3477.6
"CUST-10089";"Male";"3. Senior (51+)";"North";16;"One year";44.6;0;57.1;0;713.6
"CUST-1009";"Female";"3. Senior (51+)";"West";54;"Two year";27.14;0;84.27;0;1465.56
"CUST-10090";"Female";"2. Adult (31-50)";"West";30;"Monthly";89.52;0;27.46;1;2685.6
"CUST-10091";"Female";"3. Senior (51+)";"West";5;"One year";105.53;2;39.54;1;527.65
"CUST-10092";"Female";"3. Senior (51+)";"East";3;"Monthly";33.3;2;42.33;1;99.9
"CUST-10093";"Non-binary";"3. Senior (51+)";"South";43;"One year";34.48;7;15.88;0;1482.64
"CUST-10094";"Female";"2. Adult (31-50)";"South";5;"Monthly";79.89;1;39.54;1;399.45
"CUST-10095";"Non-binary";"3. Senior (51+)";"West";41;"Two year";45.92;10;14.26;0;1882.72
"CUST-10096";"Female";"3. Senior (51+)";"South";26;"One year";62.41;2;61.62;0;1622.66
"CUST-10097";"Male";"2. Adult (31-50)";"North";39;"Two year";113.93;2;66.23;1;4443.27
"CUST-10098";"Male";"2. Adult (31-50)";"North";70;"Monthly";48.61;1;58.23;0;3402.7
"CUST-10099";"Non-binary";"3. Senior (51+)";"South";58;"Two year";34.26;1;50.56;0;1987.08
"CUST-1010";"Female";"3. Senior (51+)";"North";60;"Monthly";107.45;2;42.69;0;6447.0
"CUST-10100";"Female";"2. Adult (31-50)";"South";4;"Monthly";96.51;3;67.53;0;386.04
"CUST-10101";"Non-binary";"3. Senior (51+)";"North";40;"Monthly";89.8;0;54.99;0;3592.0
"CUST-10102";"Male";"2. Adult (31-50)";"West";43;"One year";86.94;6;39.08;0;3738.42
"CUST-10103";"Male";"1. Young Adult (18-30)";"West";1;"Two year";56.86;1;43.21;0;56.86
"CUST-10104";"Female";"3. Senior (51+)";"West";38;"Monthly";27.63;7;17.38;1;1049.94
"CUST-10105";"Female";"1. Young Adult (18-30)";"South";31;"Monthly";69.14;0;51.61;1;2143.34
"CUST-10106";"Male";"3. Senior (51+)";"North";12;"Two year";67.53;0;40.63;1;810.36
"CUST-10107";"Male";"1. Young Adult (18-30)";"East";10;"Monthly";108.93;0;47.69;1;1089.3
"CUST-10108";"Female";"3. Senior (51+)";"West";69;"One year";74.88;0;57.1;0;5166.72
"CUST-10109";"Male";"2. Adult (31-50)";"South";35;"One year";69.32;0;74.54;1;2426.2
"CUST-1011";"Non-binary";"1. Young Adult (18-30)";"West";19;"Monthly";113.03;0;55.11;1;2147.57
"CUST-10110";"Female";"2. Adult (31-50)";"South";4;"One year";30.11;1;43.31;0;120.44
"CUST-10111";"Female";"3. Senior (51+)";"West";68;"Monthly";79.52;0;60.69;0;5407.36
"CUST-10112";"Male";"3. Senior (51+)";"South";67;"Monthly";100.06;5;28.38;1;6704.02
"CUST-10113";"Female";"3. Senior (51+)";"West";9;"Monthly";54.33;0;58.05;0;488.97
"CUST-10114";"Non-binary";"2. Adult (31-50)";"West";30;"Monthly";62.12;0;57.44;1;1863.6
"CUST-10115";"Female";"1. Young Adult (18-30)";"West";15;"One year";42.73;1;27.66;0;640.95
"CUST-10116";"Male";"3. Senior (51+)";"South";71;"Monthly";27.55;5;23.67;1;1956.05
"CUST-10117";"Female";"3. Senior (51+)";"East";26;"Two year";116.73;2;63.88;0;3034.98
"CUST-10118";"Female";"3. Senior (51+)";"West";16;"Monthly";74.61;1;57.1;1;1193.76
"CUST-10119";"Male";"1. Young Adult (18-30)";"East";70;"Monthly";80.11;0;58.23;0;5607.7
"CUST-1012";"Non-binary";"1. Young Adult (18-30)";"West";39;"Two year";28.91;0;59.64;0;1127.49
"CUST-10120";"Male";"3. Senior (51+)";"South";44;"One year";101.55;0;49.71;0;4468.2
"CUST-10121";"Male";"2. Adult (31-50)";"North";1;"Monthly";36.34;0;43.21;1;36.34
"CUST-10122";"Male";"2. Adult (31-50)";"East";1;"Monthly";58.42;0;43.21;1;58.42
"CUST-10123";"Female";"2. Adult (31-50)";"West";24;"Monthly";46.89;0;59.69;0;1125.36
"CUST-10124";"Non-binary";"3. Senior (51+)";"South";41;"Two year";79.42;1;51.63;1;3256.22
"CUST-10125";"Female";"3. Senior (51+)";"West";65;"Monthly";27.52;3;90.74;1;1788.8
"CUST-10126";"Female";"3. Senior (51+)";"South";49;"Monthly";93.03;0;54.7;1;4558.47
"CUST-10127";"Male";"3. Senior (51+)";"West";16;"One year";63.16;2;57.1;0;1010.56
"CUST-10128";"Female";"1. Young Adult (18-30)";"South";43;"One year";61.96;2;45.14;0;2664.28
"CUST-10129";"Female";"2. Adult (31-50)";"South";7;"Two year";90.83;0;59.79;0;635.81
"CUST-1013";"Female";"2. Adult (31-50)";"South";67;"Monthly";31.51;0;52.82;1;2111.17
"CUST-10130";"Female";"2. Adult (31-50)";"West";59;"Monthly";114.38;7;31.91;1;6748.42
"CUST-10131";"Female";"2. Adult (31-50)";"East";14;"One year";77.11;0;50.47;0;1079.54
"CUST-10132";"Non-binary";"3. Senior (51+)";"East";3;"One year";23.59;0;8.690000000000001;0;70.77
"CUST-10133";"Non-binary";"1. Young Adult (18-30)";"North";5;"Monthly";64.18;0;39.54;0;320.9
"CUST-10134";"Male";"3. Senior (51+)";"South";1;"One year";49.15;0;43.21;0;49.15
"CUST-10135";"Female";"2. Adult (31-50)";"West";44;"Monthly";23.33;3;78.02;0;1026.52
"CUST-10136";"Female";"2. Adult (31-50)";"South";39;"One year";51.63;1;43.16;0;2013.57
"CUST-10137";"Non-binary";"3. Senior (51+)";"South";6;"Two year";98.87;1;52.96;0;593.22
"CUST-10138";"Male";"1. Young Adult (18-30)";"North";22;"Two year";55.57;3;58.01;0;1222.54
"CUST-10139";"Non-binary";"4. Unkownn/Missing";"North";5;"Two year";37.74;0;39.54;0;188.7
"CUST-1014";"Male";"3. Senior (51+)";"South";68;"One year";91.32;0;57.81;0;6209.76
"CUST-10140";"Female";"3. Senior (51+)";"West";36;"Two year";113.04;0;62.05;0;4069.44
"CUST-10141";"Female";"3. Senior (51+)";"South";34;"Monthly";107.8;0;11.48;1;3665.2
"CUST-10142";"Male";"3. Senior (51+)";"North";41;"Two year";54.59;0;51.63;0;2238.19
"CUST-10143";"Non-binary";"3. Senior (51+)";"West";2;"Monthly";119.4;0;55.989999999999995;1;238.8
"CUST-10144";"Female";"2. Adult (31-50)";"North";25;"One year";90.59;0;65.38;0;2264.75
"CUST-10145";"Male";"4. Unkownn/Missing";"South";38;"Monthly";33.72;0;61.82;0;1281.36
"CUST-10146";"Male";"4. Unkownn/Missing";"West";1;"Two year";93.92;0;56.97;0;93.92
"CUST-10147";"Male";"4. Unkownn/Missing";"West";71;"Monthly";35.61;0;93.52;1;2528.31
"CUST-10148";"Male";"1. Young Adult (18-30)";"East";11;"Two year";95.3;0;53.43;0;1048.3
"CUST-10149";"Female";"3. Senior (51+)";"West";17;"One year";25.12;0;56.0;0;427.04
"CUST-1015";"Male";"3. Senior (51+)";"North";27;"Monthly";56.76;0;80.29;0;1532.52
"CUST-10150";"Male";"3. Senior (51+)";"West";53;"Monthly";93.25;2;55.3;0;4942.25
"CUST-10151";"Male";"2. Adult (31-50)";"South";40;"One year";76.57;3;54.99;0;3062.8
"CUST-10152";"Male";"3. Senior (51+)";"North";69;"Monthly";28.85;0;57.1;1;1990.65
"CUST-10153";"Male";"2. Adult (31-50)";"South";24;"One year";62.4;0;85.8;1;1497.6
"CUST-10154";"Female";"3. Senior (51+)";"West";2;"Monthly";107.67;0;14.149999999999999;1;215.34
"CUST-10155";"Non-binary";"1. Young Adult (18-30)";"South";2;"Monthly";29.98;2;42.67;1;59.96
"CUST-10156";"Non-binary";"3. Senior (51+)";"South";19;"Monthly";52.48;1;89.03;0;997.12
"CUST-10157";"Female";"1. Young Adult (18-30)";"North";65;"One year";44.34;0;55.95;0;2882.1
"CUST-10158";"Non-binary";"2. Adult (31-50)";"South";5;"Two year";34.35;0;52.760000000000005;0;171.75
"CUST-10159";"Male";"3. Senior (51+)";"North";28;"Monthly";53.63;2;53.86;0;1501.64
"CUST-1016";"Male";"2. Adult (31-50)";"South";44;"Monthly";113.27;0;64.77;0;4983.88
"CUST-10160";"Female";"3. Senior (51+)";"South";67;"One year";63.08;2;40.44;0;4226.36
"CUST-10161";"Female";"1. Young Adult (18-30)";"West";23;"Monthly";103.78;0;56.11;1;2386.94
"CUST-10162";"Male";"2. Adult (31-50)";"West";26;"Two year";23.22;3;43.27;0;603.72
"CUST-10163";"Female";"2. Adult (31-50)";"East";67;"Monthly";45.88;10;27.21;1;3073.96
"CUST-10164";"Male";"1. Young Adult (18-30)";"West";9;"Monthly";31.83;0;58.05;0;286.47
"CUST-10165";"Non-binary";"1. Young Adult (18-30)";"North";39;"Monthly";119.56;0;59.64;1;4662.84
"CUST-10166";"Male";"3. Senior (51+)";"East";47;"One year";93.77;0;27.76;1;4407.19
"CUST-10167";"Female";"3. Senior (51+)";"South";43;"Monthly";66.36;1;82.35;1;2853.48
"CUST-10168";"Female";"4. Unkownn/Missing";"South";10;"Monthly";27.13;1;47.69;0;271.3
"CUST-10169";"Male";"1. Young Adult (18-30)";"East";55;"Monthly";69.07;0;55.58;0;3798.85
"CUST-1017";"Male";"1. Young Adult (18-30)";"West";2;"Monthly";58.34;0;63.510000000000005;1;116.68
"CUST-10170";"Female";"3. Senior (51+)";"East";39;"Monthly";76.89;0;59.64;1;2998.71
"CUST-10171";"Female";"1. Young Adult (18-30)";"East";47;"One year";25.69;0;12.07;0;1207.43
"CUST-10172";"Female";"1. Young Adult (18-30)";"West";70;"Monthly";40.81;0;58.23;1;2856.7
"CUST-10173";"Male";"3. Senior (51+)";"North";38;"Monthly";110.6;0;85.92;1;4202.8
"CUST-10174";"Non-binary";"2. Adult (31-50)";"North";56;"Monthly";89.95;0;63.17;0;5037.2
"CUST-10175";"Male";"2. Adult (31-50)";"South";2;"Two year";83.77;7;1.5199999999999996;0;167.54
"CUST-10176";"Female";"1. Young Adult (18-30)";"West";39;"Two year";25.14;0;59.64;0;980.46
"CUST-10177";"Female";"3. Senior (51+)";"North";7;"Monthly";64.37;2;59.79;0;450.59
"CUST-10178";"Female";"4. Unkownn/Missing";"North";58;"Monthly";112.97;0;56.15;1;6552.26
"CUST-10179";"Non-binary";"3. Senior (51+)";"West";0;"Monthly";68.56;0;44.44;0;0.0
"CUST-1018";"Female";"2. Adult (31-50)";"North";67;"Two year";69.66;3;57.35;0;4667.22
"CUST-10180";"Female";"3. Senior (51+)";"North";49;"One year";118.35;0;54.7;0;5799.15
"CUST-10181";"Male";"3. Senior (51+)";"North";7;"One year";27.99;0;59.79;0;195.93
"CUST-10182";"Female";"2. Adult (31-50)";"South";58;"Two year";78.79;4;35.88;0;4569.82
"CUST-10183";"Female";"3. Senior (51+)";"East";30;"Two year";92.29;0;21.53;0;2768.7
"CUST-10184";"Non-binary";"1. Young Adult (18-30)";"East";60;"Monthly";87.29;0;84.75;1;5237.4
"CUST-10185";"Female";"2. Adult (31-50)";"North";52;"Monthly";101.02;1;50.12;1;5253.04
"CUST-10186";"Male";"1. Young Adult (18-30)";"North";47;"One year";25.04;0;52.58;0;1176.88
"CUST-10187";"Female";"3. Senior (51+)";"South";21;"Monthly";118.86;4;10.49;1;2496.06
"CUST-10188";"Male";"3. Senior (51+)";"East";38;"Monthly";27.55;1;10.95;0;1046.9
"CUST-10189";"Male";"1. Young Adult (18-30)";"South";49;"Two year";68.31;4;24.05;1;3347.19
"CUST-1019";"Male";"1. Young Adult (18-30)";"West";4;"Two year";97.84;2;43.31;0;391.36
"CUST-10190";"Female";"2. Adult (31-50)";"North";21;"One year";67.5;0;46.12;0;1417.5
"CUST-10191";"Female";"2. Adult (31-50)";"North";13;"Monthly";78.7;0;56.82;1;1023.1
"CUST-10192";"Male";"3. Senior (51+)";"South";49;"Monthly";69.68;3;54.7;0;3414.32
"CUST-10193";"Female";"1. Young Adult (18-30)";"North";27;"One year";41.29;0;49.9;0;1114.83
"CUST-10194";"Female";"3. Senior (51+)";"North";12;"Monthly";58.47;0;54.82;0;701.64
"CUST-10195";"Female";"3. Senior (51+)";"West";41;"Monthly";102.97;0;39.71;1;4221.77
"CUST-10196";"Male";"3. Senior (51+)";"West";36;"One year";32.23;0;33.36;0;1160.28
"CUST-10197";"Non-binary";"3. Senior (51+)";"West";61;"Monthly";66.52;0;55.13;1;4057.72
"CUST-10198";"Male";"1. Young Adult (18-30)";"South";66;"Monthly";102.73;0;33.0;1;6780.18
"CUST-10199";"Non-binary";"1. Young Adult (18-30)";"West";6;"One year";88.37;0;19.2;1;530.22
"CUST-1020";"Male";"3. Senior (51+)";"North";57;"Two year";102.01;0;73.69;0;5814.57
"CUST-10200";"Female";"4. Unkownn/Missing";"South";51;"Monthly";36.74;2;57.9;0;1873.74
"CUST-10201";"Female";"1. Young Adult (18-30)";"East";64;"Monthly";92.75;2;49.79;1;5936.0
"CUST-10202";"Male";"3. Senior (51+)";"West";65;"One year";64.34;0;55.95;0;4182.1
"CUST-10203";"Female";"1. Young Adult (18-30)";"North";67;"Monthly";108.96;0;52.82;1;7300.32
"CUST-10204";"Male";"1. Young Adult (18-30)";"South";38;"Monthly";33.63;1;48.56;0;1277.94
"CUST-10205";"Female";"3. Senior (51+)";"North";34;"Two year";77.31;1;52.64;0;2628.54
"CUST-10206";"Male";"2. Adult (31-50)";"West";46;"One year";42.5;1;51.24;0;1955.0
"CUST-10207";"Non-binary";"2. Adult (31-50)";"West";21;"Monthly";39.78;0;55.93;0;835.38
"CUST-10208";"Non-binary";"2. Adult (31-50)";"West";59;"Monthly";22.62;1;50.64;1;1334.58
"CUST-10209";"Male";"3. Senior (51+)";"North";19;"One year";59.68;0;55.11;0;1133.92
"CUST-1021";"Male";"3. Senior (51+)";"East";49;"Monthly";38.03;0;54.7;1;1863.47
"CUST-10210";"Male";"2. Adult (31-50)";"South";40;"Monthly";113.19;0;31.49;0;4527.6
"CUST-10211";"Female";"3. Senior (51+)";"West";7;"Two year";81.32;0;59.79;0;569.24
"CUST-10212";"Non-binary";"3. Senior (51+)";"North";63;"One year";49.0;0;54.89;0;3087.0
"CUST-10213";"Female";"3. Senior (51+)";"West";45;"One year";32.67;2;56.4;0;1470.15
"CUST-10214";"Female";"2. Adult (31-50)";"North";29;"Monthly";55.21;2;55.42;0;1601.09
"CUST-10215";"Male";"3. Senior (51+)";"North";50;"Monthly";103.33;1;61.98;1;5166.5
"CUST-10216";"Male";"2. Adult (31-50)";"East";5;"Monthly";114.85;0;39.54;0;574.25
"CUST-10217";"Male";"3. Senior (51+)";"West";52;"One year";31.84;5;39.51;0;1655.68
"CUST-10218";"Non-binary";"2. Adult (31-50)";"South";34;"Monthly";25.4;0;52.64;0;863.6
"CUST-10219";"Female";"3. Senior (51+)";"East";6;"Two year";117.28;0;52.96;1;703.68
"CUST-1022";"Male";"2. Adult (31-50)";"North";71;"Two year";79.08;0;38.68;0;5614.68
"CUST-10220";"Non-binary";"2. Adult (31-50)";"North";36;"Monthly";49.13;0;49.4;1;1768.68
"CUST-10221";"Non-binary";"3. Senior (51+)";"West";48;"Monthly";113.65;0;59.96;1;5455.2
"CUST-10222";"Female";"3. Senior (51+)";"North";10;"Monthly";113.02;0;47.69;0;1130.2
"CUST-10223";"Female";"2. Adult (31-50)";"North";29;"Two year";97.06;0;55.42;0;2814.74
"CUST-10224";"Non-binary";"3. Senior (51+)";"North";47;"Monthly";96.85;0;90.33;1;4551.95
"CUST-10225";"Male";"2. Adult (31-50)";"East";4;"One year";34.83;1;43.31;0;139.32
"CUST-10226";"Female";"2. Adult (31-50)";"North";65;"One year";47.28;2;55.95;0;3073.2
"CUST-10227";"Male";"2. Adult (31-50)";"North";36;"Monthly";20.94;0;95.37;1;753.84
"CUST-10228";"Female";"3. Senior (51+)";"North";29;"One year";97.76;0;57.98;1;2835.04
"CUST-10229";"Female";"3. Senior (51+)";"North";32;"Monthly";35.13;2;44.91;1;1124.16
"CUST-1023";"Male";"1. Young Adult (18-30)";"West";9;"Two year";42.25;3;58.05;0;380.25
"CUST-10230";"Non-binary";"3. Senior (51+)";"West";58;"Monthly";117.66;0;56.15;0;6824.28
"CUST-10231";"Male";"1. Young Adult (18-30)";"West";41;"Monthly";61.23;0;51.63;0;2510.43
"CUST-10232";"Male";"1. Young Adult (18-30)";"West";72;"Monthly";62.47;0;54.68;1;4497.84
"CUST-10233";"Female";"1. Young Adult (18-30)";"West";66;"Two year";71.88;0;54.86;0;4744.08
"CUST-10234";"Male";"3. Senior (51+)";"West";34;"Monthly";56.69;3;87.08;1;1927.46
"CUST-10235";"Male";"2. Adult (31-50)";"West";41;"Monthly";100.6;0;51.63;0;4124.6
"CUST-10236";"Male";"2. Adult (31-50)";"North";7;"Monthly";88.39;0;59.79;0;618.73
"CUST-10237";"Female";"3. Senior (51+)";"South";28;"One year";53.86;0;53.86;0;1508.08
"CUST-10238";"Female";"2. Adult (31-50)";"North";15;"Monthly";69.73;0;53.77;0;1045.95
"CUST-10239";"Female";"4. Unkownn/Missing";"West";29;"One year";80.08;0;55.42;0;2322.32
"CUST-1024";"Female";"3. Senior (51+)";"East";9;"One year";50.44;0;95.01;0;453.96
"CUST-10240";"Male";"1. Young Adult (18-30)";"West";0;"Monthly";50.89;6;27.25;1;0.0
"CUST-10241";"Female";"3. Senior (51+)";"East";28;"Monthly";101.49;0;50.41;1;2841.72
"CUST-10242";"Female";"4. Unkownn/Missing";"North";23;"Monthly";64.24;0;23.74;0;1477.52
