CustomerID,Gender,Age,Geography,Tenure,Contract,MonthlyCharges,SupportTickets,UsageScore,Churn,TotalCharges
CUST-9094,M,24,West,72,Month-to-month,48.99,,,0,"$3,527.28"
CUST-4675,M,35,West,7,Month-to-month,61.45,1.0,45.81,0,$430.15
CUST-7854,F,250,North,58,Two year,104.6,,28.06,1,"$6,066.8"
CUST-3544,M,34,West,34,1yr,59.21,,,0,"$2,013.14"
CUST-10066,M,23,North,55,Month-to-month,49.69,,24.83,0,"$2,732.95"
CUST-4964,non-binary,30,North,6,Month-to-month,73.48,,,0,$440.88
CUST-9801,M,69,South,46,Month-to-month,56.72,,28.77,1,"$2,609.12"
CUST-4483,Female,66,South,3,Month-to-month,44.7,0.0,,1,$134.1
CUST-5002,Female,40,North,12,m2m,107.87,,61.39,0,"$1,294.44"
CUST-9764,non-binary,65,West,12,One year,74.2,,69.82,0,$890.4
CUST-10080,F,72,South,57,One year,59.58,2.0,,0,"$3,396.06"
CUST-4299,M,-5,South,22,1yr,62.14,2.0,,0,"$1,367.08"
CUST-7343,Female,40,West,3,Month-to-month,20.59,5.0,10.489999999999998,1,$61.77
CUST-1089,M,63,East,52,Month-to-month,113.13,0.0,,1,"$5,882.76"
CUST-5860,non-binary,250,South,61,Two year,78.48,,83.16,0,"$4,787.28"
CUST-8220,F,47,South,16,Two year,74.72,,,0,"$1,195.52"
CUST-6453,Female,65,North,56,Month-to-month,64.46,,,0,"$3,609.76"
CUST-10900,F,42,North,37,One year,54.53,3.0,83.56,0,"$2,017.61"
CUST-7675,Male,78,North,46,Month-to-month,62.94,2.0,,0,"$2,895.24"
CUST-4499,Female,42,South,1,Two year,99.91,,29.18,0,$99.91
CUST-6086,M,54,South,26,Month-to-month,67.79,3.0,,1,"$1,762.54"
CUST-4167,M,23,South,17,Month-to-month,47.24,,91.1,0,$803.08
CUST-7132,non-binary,33,South,69,Month-to-month,47.88,,,1,"$3,303.72"
CUST-6258,F,33,North,15,One year,83.93,,67.17,0,"$1,258.95"
CUST-7373,non-binary,26,West,15,Two year,46.18,,,1,$692.7
CUST-10754,M,67,East,63,One year,31.39,3.0,,1,"$1,977.57"
CUST-5751,F,19,South,22,Two year,39.67,3.0,90.64,0,$872.74
CUST-3501,M,23,North,18,Month-to-month,96.89,,,0,"$1,744.02"
CUST-2840,Female,65,South,26,Two year,86.39,0.0,,0,"$2,246.14"
CUST-5556,Female,77,North,12,Two year,96.95,2.0,,0,"$1,163.4"
CUST-4565,Female,68,West,55,One year,77.95,,,0,"$4,287.25"
CUST-3883,M,65,North,13,Month-to-month,58.75,,,1,$763.75
CUST-6196,M,25,West,64,Month-to-month,76.43,1.0,,0,"$4,891.52"
CUST-5016,Male,63,East,67,Month-to-month,106.36,1.0,,1,"$7,126.12"
CUST-7789,non-binary,52,West,9,Month-to-month,61.03,,66.18,0,$549.27
CUST-3025,F,41,East,54,One year,103.75,,,0,"$5,602.5"
CUST-5736,Female,57,North,1,One year,87.85,1.0,,0,$87.85
CUST-3720,Female,45,North,30,One year,83.94,3.0,,0,"$2,518.2"
CUST-5163,non-binary,76,East,31,m2m,79.12,,,1,"$2,452.72"
CUST-9794,non-binary,28,East,54,Month-to-month,69.03,0.0,21.93,1,"$3,727.62"
CUST-10287,non-binary,77,North,61,Month-to-month,25.71,1.0,,0,"$1,568.31"
CUST-5660,non-binary,67,North,25,Month-to-month,87.47,1.0,58.61,0,"$2,186.75"
CUST-5576,F,56,East,32,Month-to-month,84.77,,,1,"$2,712.64"
CUST-3323,non-binary,74,North,46,Month-to-month,31.54,,,1,"$1,450.84"
CUST-9108,non-binary,56,South,22,Month-to-month,94.08,,,0,"$2,069.76"
CUST-10433,Female,50,West,72,Month-to-month,112.33,,81.43,1,"$8,087.76"
CUST-2686,Male,57,West,18,Two year,82.92,2.0,,0,"$1,492.56"
CUST-7001,M,68,South,43,m2m,36.34,2.0,,1,"$1,562.62"
CUST-6824,F,31,North,26,Two year,99.61,2.0,,0,"$2,589.86"
CUST-4630,Male,65,West,1,Month-to-month,103.62,0.0,,0,$103.62
CUST-3021,M,26,North,43,One year,75.81,,92.32,0,"$3,259.83"
CUST-10966,F,79,East,54,One year,37.4,,,0,"$2,019.6"
CUST-8906,F,-5,North,27,1yr,33.7,2.0,,0,$909.9
CUST-10910,M,52,North,1,Month-to-month,32.55,,81.07,0,$32.55
CUST-3349,F,250,South,41,Month-to-month,27.68,3.0,49.68,0,"$1,134.88"
CUST-1333,Male,24,East,42,Month-to-month,71.02,2.0,57.27,0,"$2,982.84"
CUST-4050,Male,40,South,58,m2m,100.23,,,1,"$5,813.34"
CUST-3291,F,46,North,27,Month-to-month,38.08,1.0,64.41,1,"$1,028.16"
CUST-10212,non-binary,56,North,63,1yr,49.0,,,0,"$3,087.0"
CUST-6361,F,27,West,32,Month-to-month,56.79,,,0,"$1,817.28"
CUST-7668,non-binary,20,West,28,1yr,98.15,,73.98,0,"$2,748.2"
CUST-9101,F,60,East,58,Month-to-month,78.49,,10.43,0,"$4,552.42"
CUST-8324,Female,62,North,62,Month-to-month,71.08,3.0,,0,"$4,406.96"
CUST-6817,M,60,North,63,Month-to-month,106.4,3.0,67.26,1,"$6,703.2"
CUST-4326,M,37,West,15,One year,85.71,,50.12,0,"$1,285.65"
CUST-3433,Male,250,West,24,m2m,44.89,2.0,65.1,1,"$1,077.36"
CUST-9345,Male,58,South,0,Month-to-month,82.23,0.0,42.86,0,$0.0
CUST-4748,non-binary,24,North,4,Month-to-month,115.55,2.0,,0,$462.2
CUST-7123,non-binary,32,East,15,Month-to-month,50.83,2.0,77.86,1,$762.45
CUST-6956,M,62,South,49,Two year,88.93,,97.66,1,"$4,357.57"
CUST-10780,Male,72,North,5,2yr,101.93,,4.43,1,$509.65
CUST-4361,Female,46,East,19,Month-to-month,29.6,,,0,$562.4
CUST-10023,Male,34,East,52,Month-to-month,93.53,1.0,,1,"$4,863.56"
CUST-1890,F,28,West,23,Two year,24.53,1.0,,0,$564.19
CUST-6410,F,71,West,64,Month-to-month,75.35,6.0,26.05,1,"$4,822.4"
CUST-2212,Male,41,South,51,One year,77.25,,,0,"$3,939.75"
CUST-8933,F,46,West,41,2yr,85.06,,,1,"$3,487.46"
CUST-4522,Male,22,South,36,Month-to-month,61.88,,,1,"$2,227.68"
CUST-8659,Female,51,North,40,One year,98.89,,34.18,0,"$3,955.6"
CUST-2688,Female,56,South,72,2yr,35.91,2.0,75.1,1,"$2,585.52"
CUST-3506,F,33,East,1,Month-to-month,91.04,2.0,59.980000000000004,1,$91.04
CUST-7881,M,39,East,33,One year,83.71,0.0,,1,"$2,762.43"
CUST-1688,non-binary,250,West,5,1yr,111.24,,26.119999999999997,0,$556.2
CUST-4827,Male,59,South,33,One year,48.49,,86.4,0,"$1,600.17"
CUST-9665,M,22,South,22,Month-to-month,49.89,,66.17,1,"$1,097.58"
CUST-2685,F,46,South,28,1yr,109.22,,89.14,0,"$3,058.16"
CUST-2174,Male,50,South,29,Month-to-month,110.34,,,1,"$3,199.86"
CUST-6104,F,45,North,69,One year,63.83,3.0,,1,"$4,404.27"
CUST-2691,non-binary,18,North,18,Month-to-month,42.37,0.0,75.35,0,$762.66
CUST-1030,Male,29,West,57,Month-to-month,93.43,3.0,,0,"$5,325.51"
CUST-7569,Female,42,North,38,Two year,48.35,2.0,,1,"$1,837.3"
CUST-8128,Male,69,East,52,m2m,80.36,,,0,"$4,178.72"
CUST-2622,F,42,North,72,One year,101.35,,27.33,0,"$7,297.2"
CUST-6451,F,32,West,24,Month-to-month,42.97,3.0,,0,"$1,031.28"
CUST-2050,F,59,South,0,2yr,113.15,,,0,$0.0
CUST-10455,Female,35,South,12,Month-to-month,72.04,2.0,,0,$864.48
CUST-1193,M,31,West,22,Month-to-month,21.82,,61.41,0,$480.04
CUST-9346,Male,24,West,15,Month-to-month,28.61,,98.17,0,$429.15
CUST-2157,Female,30,East,31,Month-to-month,115.99,1.0,,1,"$3,595.69"
CUST-9241,Female,44,East,20,Month-to-month,40.88,,20.64,1,$817.6
CUST-7662,Female,47,West,51,One year,62.61,0.0,,0,"$3,193.11"
CUST-6913,Male,58,South,46,Month-to-month,101.75,,,1,"$4,680.5"
CUST-2734,Female,79,North,22,Month-to-month,33.35,,,0,$733.7
CUST-8840,F,250,South,56,Month-to-month,105.21,,35.43,1,"$5,891.76"
CUST-10213,Female,72,West,45,One year,32.67,2.0,,0,"$1,470.15"
CUST-7522,Male,55,East,63,Month-to-month,94.93,,51.51,1,"$5,980.59"
CUST-6627,M,70,South,6,Month-to-month,116.56,,32.43,1,$699.36
CUST-4319,M,50,West,13,2yr,52.54,,,0,$683.02
CUST-1799,M,33,North,52,Month-to-month,25.74,,28.46,0,"$1,338.48"
CUST-5386,F,53,South,35,Month-to-month,90.32,0.0,65.48,0,"$3,161.2"
CUST-1391,M,42,West,68,Two year,24.86,,52.19,0,"$1,690.48"
CUST-3328,non-binary,23,West,1,Two year,31.71,0.0,,0,$31.71
CUST-3440,Male,53,South,39,Month-to-month,84.42,,,1,"$3,292.38"
CUST-6613,M,72,East,5,Month-to-month,100.99,3.0,,1,$504.95
CUST-8550,F,52,West,34,Month-to-month,43.2,0.0,90.08,0,"$1,468.8"
CUST-8959,M,68,North,56,One year,107.27,2.0,,0,"$6,007.12"
CUST-4132,F,57,West,6,Month-to-month,74.8,,,1,$448.8
CUST-9141,Male,49,North,27,2yr,117.18,,84.6,1,"$3,163.86"
CUST-8545,Female,58,West,11,Month-to-month,44.8,0.0,68.8,0,$492.8
CUST-2835,Female,28,North,16,Two year,41.55,1.0,,0,$664.8
CUST-10098,M,43,North,70,Month-to-month,48.61,1.0,,0,"$3,402.7"
CUST-3405,Male,42,North,21,1yr,102.5,,,0,"$2,152.5"
CUST-4996,M,43,South,34,Month-to-month,47.76,3.0,,1,"$1,623.84"
CUST-4677,non-binary,47,West,30,One year,34.23,3.0,,0,"$1,026.9"
CUST-8987,F,19,West,15,One year,103.95,3.0,,0,"$1,559.25"
CUST-4978,Female,39,South,54,2yr,111.27,,85.47,1,"$6,008.58"
CUST-3882,M,43,East,17,Month-to-month,43.45,,33.45,1,$738.65
CUST-9776,non-binary,52,North,18,One year,118.21,,76.33,0,"$2,127.78"
CUST-5318,F,58,North,61,Month-to-month,83.57,4.0,19.99,0,"$5,097.77"
CUST-9378,Male,65,South,48,One year,47.23,3.0,86.98,0,"$2,267.04"
CUST-10031,non-binary,250,West,51,m2m,35.11,,,0,"$1,790.61"
CUST-10841,M,56,South,44,Two year,115.96,1.0,,0,"$5,102.24"
CUST-1421,Female,38,West,65,One year,44.61,,43.63,0,"$2,899.65"
CUST-8577,F,70,South,4,Month-to-month,104.36,3.0,52.7,1,$417.44
CUST-1436,F,44,South,22,One year,63.4,,69.88,0,"$1,394.8"
CUST-9038,F,38,South,27,1yr,51.67,1.0,,0,"$1,395.09"
CUST-9023,F,50,North,31,One year,118.42,2.0,55.31,0,"$3,671.02"
CUST-7642,F,69,North,52,One year,60.23,,75.0,0,"$3,131.96"
CUST-7670,F,69,South,62,m2m,102.94,1.0,,0,"$6,382.28"
CUST-3181,Female,29,South,26,m2m,109.39,,40.0,1,"$2,844.14"
CUST-7646,Male,64,South,50,Month-to-month,42.69,,42.45,0,"$2,134.5"
CUST-7888,Male,67,East,10,Month-to-month,103.91,,86.29,1,"$1,039.1"
CUST-7197,Female,52,South,51,Month-to-month,38.6,,,0,"$1,968.6"
CUST-9200,Male,40,South,6,One year,41.7,3.0,,0,$250.2
CUST-3586,Male,40,South,58,Month-to-month,98.28,3.0,46.78,0,"$5,700.24"
CUST-9230,F,20,South,29,m2m,48.72,,,1,"$1,412.88"
CUST-1597,Female,57,North,39,Month-to-month,111.28,3.0,44.21,1,"$4,339.92"
CUST-10158,non-binary,34,South,5,Two year,34.35,,52.760000000000005,0,$171.75
CUST-1534,Male,41,South,64,Two year,107.05,,,0,"$6,851.2"
CUST-9209,Female,33,West,62,2yr,116.5,3.0,57.07,1,"$7,223.0"
CUST-4934,non-binary,62,West,71,One year,108.5,1.0,19.08,0,"$7,703.5"
CUST-8554,Male,43,North,39,m2m,98.69,2.0,66.36,0,"$3,848.91"
CUST-1833,M,50,South,33,One year,53.61,,30.57,0,"$1,769.13"
CUST-1491,non-binary,51,North,44,One year,53.08,,12.81,0,"$2,335.52"
CUST-6324,F,40,South,34,m2m,117.15,2.0,,0,"$3,983.1"
CUST-3036,non-binary,27,West,62,Month-to-month,24.52,,,1,"$1,520.24"
CUST-10240,Male,21,West,0,Month-to-month,50.89,6.0,27.25,1,$0.0
CUST-3133,M,70,West,13,m2m,61.11,,,1,$794.43
CUST-8891,F,54,North,57,One year,105.17,2.0,17.41,0,"$5,994.69"
CUST-1248,F,21,North,45,One year,30.99,,,1,"$1,394.55"
CUST-9633,Male,49,West,70,One year,109.01,10.0,13.75,0,"$7,630.7"
CUST-2168,Female,23,West,15,Two year,24.9,0.0,,0,$373.5
CUST-4944,F,73,North,55,Month-to-month,78.3,,46.27,1,"$4,306.5"
CUST-2975,non-binary,76,South,70,Month-to-month,62.81,1.0,,0,"$4,396.7"
CUST-9509,M,57,South,27,Two year,119.14,1.0,96.54,1,"$3,216.78"
CUST-6511,Female,66,North,56,Two year,94.55,,,0,"$5,294.8"
CUST-6481,Female,25,North,34,Month-to-month,108.36,3.0,,0,"$3,684.24"
CUST-6037,non-binary,71,West,24,m2m,25.04,1.0,58.13,1,$600.96
CUST-3547,F,38,North,65,Month-to-month,70.21,2.0,,0,"$4,563.65"
CUST-7430,non-binary,77,North,20,Two year,48.15,,,0,$963.0
CUST-5562,Female,32,North,29,Month-to-month,50.87,,84.41,0,"$1,475.23"
CUST-8944,Female,46,North,58,2yr,88.42,0.0,,1,"$5,128.36"
CUST-10716,Female,53,North,64,m2m,84.53,2.0,,0,"$5,409.92"
CUST-8627,M,18,South,46,1yr,109.24,2.0,,0,"$5,025.04"
CUST-10187,F,65,South,21,Month-to-month,118.86,4.0,10.49,1,"$2,496.06"
CUST-7859,non-binary,20,East,16,Month-to-month,117.56,1.0,,1,"$1,880.96"
CUST-9495,F,53,North,16,One year,95.03,,62.75,0,"$1,520.48"
CUST-4508,Female,58,East,39,Two year,74.51,,84.27,0,"$2,905.89"
CUST-2027,Male,55,East,54,Month-to-month,45.44,,61.31,1,"$2,453.76"
CUST-8468,F,58,South,70,Two year,67.74,,,0,"$4,741.8"
CUST-2199,non-binary,30,West,7,Two year,79.28,2.0,30.56,1,$554.96
CUST-9847,non-binary,63,West,2,Two year,108.42,1.0,,0,$216.84
CUST-5217,M,76,West,48,Month-to-month,89.7,1.0,,0,"$4,305.6"
CUST-3341,M,44,South,61,Month-to-month,78.01,,,0,"$4,758.61"
CUST-9473,M,77,West,0,Month-to-month,80.22,,0.0,0,$0.0
CUST-5205,Female,41,South,39,Month-to-month,116.27,1.0,,1,"$4,534.53"
CUST-2305,F,29,South,65,2yr,78.49,2.0,,0,"$5,101.85"
CUST-1772,non-binary,47,South,66,One year,79.75,,,0,"$5,263.5"
CUST-5279,Female,80,East,4,Two year,103.77,,,1,$415.08
CUST-5817,F,80,West,69,Two year,106.94,2.0,40.18,0,"$7,378.86"
CUST-8985,non-binary,73,North,72,Month-to-month,93.99,,15.4,1,"$6,767.28"
CUST-7629,non-binary,23,East,35,1yr,45.48,,47.32,0,"$1,591.8"
CUST-7470,Female,49,North,12,Two year,75.82,,54.15,0,$909.84
CUST-2179,non-binary,51,North,49,Two year,25.05,,72.19,0,"$1,227.45"
CUST-5176,Female,77,East,15,One year,90.39,3.0,,1,"$1,355.85"
CUST-6298,M,29,North,44,2yr,49.76,0.0,71.31,0,"$2,189.44"
CUST-2339,M,20,West,52,Month-to-month,30.06,,10.95,1,"$1,563.12"
CUST-4087,Female,18,North,48,2yr,46.37,,,0,"$2,225.76"
CUST-1049,F,250,South,69,Month-to-month,113.57,,62.68,1,"$7,836.33"
CUST-2803,non-binary,43,South,19,Month-to-month,92.19,,22.46,1,"$1,751.61"
CUST-9663,M,39,East,72,Month-to-month,119.85,,23.95,1,"$8,629.2"
CUST-1025,Female,28,West,1,Month-to-month,32.95,1.0,,0,$32.95
CUST-3862,non-binary,250,North,0,Two year,114.84,1.0,,0,$0.0
CUST-9140,M,26,North,33,Month-to-month,81.92,,73.72,0,"$2,703.36"
CUST-6271,Male,28,South,33,One year,21.1,,15.24,0,$696.3
CUST-7354,Female,76,South,39,2yr,78.31,,,0,"$3,054.09"
CUST-8975,Male,23,North,66,Month-to-month,79.6,3.0,,0,"$5,253.6"
CUST-6059,Female,36,North,59,Month-to-month,79.98,8.0,13.93,1,"$4,718.82"
CUST-6573,Male,36,North,1,2yr,37.02,3.0,84.47,1,$37.02
CUST-3003,Female,42,North,20,Two year,110.71,3.0,,0,"$2,214.2"
CUST-3020,F,34,East,32,Month-to-month,86.93,,12.04,1,"$2,781.76"
CUST-5079,Female,67,West,42,One year,68.67,,54.12,0,"$2,884.14"
CUST-1562,Male,65,East,9,Month-to-month,90.99,,10.69,1,$818.91
CUST-10662,Female,19,South,72,One year,50.98,,17.15,0,"$3,670.56"
CUST-3118,non-binary,78,West,23,Month-to-month,30.93,,45.74,0,$711.39
CUST-8418,M,65,North,44,One year,48.91,,99.68,0,"$2,152.04"
CUST-4890,Male,48,North,35,One year,54.18,3.0,,0,"$1,896.3"
CUST-2438,F,41,South,37,Month-to-month,65.52,0.0,,1,"$2,424.24"
CUST-2758,Male,26,West,5,One year,109.84,,,0,$549.2
CUST-6735,non-binary,28,West,46,Month-to-month,119.65,,35.31,0,"$5,503.9"
CUST-8392,Male,78,North,7,1yr,56.14,1.0,,1,$392.98
CUST-6850,F,42,West,64,m2m,28.56,,,1,"$1,827.84"
CUST-7320,F,65,West,48,Month-to-month,29.93,,11.18,0,"$1,436.64"
CUST-9047,M,53,South,48,Month-to-month,40.18,0.0,75.63,0,"$1,928.64"
CUST-9978,non-binary,55,West,9,One year,50.09,2.0,,0,$450.81
CUST-7017,Male,19,West,63,Month-to-month,42.28,1.0,66.75,0,"$2,663.64"
CUST-7575,M,67,East,19,m2m,101.26,,,1,"$1,923.94"
CUST-1891,Female,32,North,48,One year,101.79,,,0,"$4,885.92"
CUST-5678,F,43,East,11,m2m,98.85,,,1,"$1,087.35"
CUST-9911,non-binary,65,North,50,Two year,61.67,,16.58,0,"$3,083.5"
CUST-6079,F,44,South,62,2yr,70.13,,23.26,0,"$4,348.06"
CUST-2887,Female,29,West,48,Month-to-month,64.51,2.0,75.74,1,"$3,096.48"
CUST-9785,Female,52,West,28,Two year,31.43,,35.37,0,$880.04
CUST-5929,M,39,North,38,Month-to-month,33.01,5.0,35.6,1,"$1,254.38"
CUST-8715,Female,22,South,44,Month-to-month,60.42,1.0,64.44,0,"$2,658.48"
CUST-10473,non-binary,59,West,26,Two year,61.42,,34.75,0,"$1,596.92"
CUST-8413,Male,34,South,3,Month-to-month,86.11,3.0,,0,$258.33
CUST-8641,non-binary,61,North,42,One year,101.57,1.0,,0,"$4,265.94"
CUST-9774,M,250,West,2,Month-to-month,85.5,6.0,25.47,1,$171.0
CUST-7672,F,26,South,5,Two year,43.93,,,0,$219.65
CUST-10623,M,56,East,59,Two year,101.28,1.0,,1,"$5,975.52"
CUST-3238,non-binary,74,East,68,Month-to-month,24.78,,,1,"$1,685.04"
CUST-3005,Female,60,East,24,Month-to-month,57.48,2.0,,0,"$1,379.52"
CUST-4965,Female,77,South,49,m2m,86.79,,,1,"$4,252.71"
CUST-8053,F,44,East,43,Month-to-month,34.25,,58.6,0,"$1,472.75"
CUST-5743,Male,46,East,17,2yr,87.98,0.0,91.71,1,"$1,495.66"
CUST-2084,F,35,West,63,Two year,95.06,,,1,"$5,988.78"
CUST-10309,F,40,North,39,One year,52.73,,19.53,1,"$2,056.47"
CUST-5149,M,29,East,36,Month-to-month,23.24,2.0,,1,$836.64
CUST-1456,non-binary,61,North,13,Two year,40.62,0.0,49.86,0,$528.06
CUST-9021,M,31,West,59,Month-to-month,63.6,,,0,"$3,752.4"
CUST-4404,Male,250,West,42,Month-to-month,104.62,,25.44,1,"$4,394.04"
CUST-1008,F,20,West,57,One year,61.98,,36.36,0,"$3,532.86"
CUST-9476,Male,68,North,17,Two year,99.13,3.0,,0,"$1,685.21"
CUST-4419,F,47,South,32,m2m,53.29,0.0,83.51,1,"$1,705.28"
CUST-10274,F,70,East,19,One year,33.55,,,0,$637.45
CUST-3191,non-binary,37,South,13,One year,57.88,,92.7,0,$752.44
CUST-5292,F,39,West,34,One year,106.97,,,0,"$3,636.98"
CUST-10143,non-binary,52,West,2,Month-to-month,119.4,,55.989999999999995,1,$238.8
CUST-9138,Female,29,North,5,Month-to-month,71.03,1.0,,1,$355.15
CUST-3045,non-binary,-5,North,58,One year,46.37,0.0,84.13,0,"$2,689.46"
CUST-8544,non-binary,80,North,38,One year,114.92,9.0,32.85,0,"$4,366.96"
CUST-10221,non-binary,58,West,48,Month-to-month,113.65,,,1,"$5,455.2"
CUST-7255,Female,33,North,5,One year,113.13,,,0,$565.65
CUST-1472,F,37,West,56,m2m,28.12,,88.67,1,"$1,574.72"
CUST-10327,Female,21,South,71,Month-to-month,65.66,2.0,,1,"$4,661.86"
CUST-6250,Female,46,North,37,One year,25.92,1.0,90.04,0,$959.04
CUST-4107,M,70,North,0,m2m,104.05,,73.14,1,$0.0
CUST-6459,Female,65,North,12,Two year,37.47,2.0,66.94,0,$449.64
CUST-3639,M,71,East,51,One year,74.69,2.0,,0,"$3,809.19"
CUST-1285,Male,65,North,38,One year,49.87,,,0,"$1,895.06"
CUST-3417,Male,66,West,10,Month-to-month,22.87,,51.96,0,$228.7
CUST-4102,F,42,East,6,Month-to-month,46.3,,26.13,1,$277.8
CUST-5560,F,63,North,69,Month-to-month,110.47,0.0,58.67,1,"$7,622.43"
CUST-9294,Female,250,East,64,Two year,45.7,,81.94,0,"$2,924.8"
CUST-10014,Male,45,West,16,Two year,63.43,1.0,73.71,0,"$1,014.88"
CUST-2594,Female,47,South,31,Month-to-month,87.15,3.0,,1,"$2,701.65"
CUST-1713,Male,79,West,33,Month-to-month,119.01,,96.21,0,"$3,927.33"
CUST-6712,F,63,South,19,Two year,116.25,3.0,,0,"$2,208.75"
CUST-4475,Female,67,West,4,Two year,48.26,0.0,,0,$193.04
CUST-1200,M,47,South,61,One year,37.97,3.0,,0,"$2,316.17"
CUST-4576,F,61,North,57,One year,116.29,,,0,"$6,628.53"
CUST-1729,non-binary,41,South,71,Month-to-month,114.16,,83.72,1,"$8,105.36"
CUST-8030,M,78,North,40,Two year,59.1,,,0,"$2,364.0"
CUST-1015,Male,73,North,27,Month-to-month,56.76,,80.29,0,"$1,532.52"
CUST-3266,non-binary,46,North,49,m2m,76.8,,14.9,0,"$3,763.2"
CUST-6116,Female,63,North,28,Two year,95.91,0.0,78.53,0,"$2,685.48"
CUST-10092,F,51,East,3,Month-to-month,33.3,2.0,,1,$99.9
CUST-3423,F,57,North,52,One year,39.11,,,0,"$2,033.72"
CUST-8696,F,34,South,29,Month-to-month,28.4,1.0,89.31,0,$823.6
CUST-7985,Female,57,West,26,1yr,28.34,,,0,$736.84
CUST-2033,M,51,North,19,Month-to-month,116.48,,,1,"$2,213.12"
CUST-5512,non-binary,36,South,9,One year,89.76,,,0,$807.84
CUST-7198,F,56,East,44,One year,62.53,,71.48,1,"$2,751.32"
CUST-4200,F,27,South,20,Month-to-month,30.76,,,0,$615.2
CUST-5979,Female,52,South,62,One year,83.72,2.0,,0,"$5,190.64"
CUST-10891,Male,76,East,64,One year,56.04,0.0,75.22,0,"$3,586.56"
CUST-10821,Female,49,North,35,m2m,27.54,,,0,$963.9
CUST-5945,F,73,West,38,1yr,60.06,3.0,47.89,0,"$2,282.28"
CUST-1699,M,73,East,52,Month-to-month,109.56,,,0,"$5,697.12"
CUST-6974,Female,60,East,31,Two year,74.01,,,1,"$2,294.31"
CUST-1059,Female,39,East,42,Month-to-month,69.19,2.0,,1,"$2,905.98"
CUST-9264,F,20,West,72,Two year,55.05,2.0,,0,"$3,963.6"
CUST-10139,non-binary,250,North,5,2yr,37.74,,,0,$188.7
CUST-1414,non-binary,250,South,54,Month-to-month,107.09,,,1,"$5,782.86"
CUST-1125,non-binary,38,South,8,1yr,64.43,,,0,$515.44
CUST-7388,Female,63,North,40,m2m,57.36,,66.93,0,"$2,294.4"
CUST-1674,Female,68,South,31,One year,60.62,,,0,"$1,879.22"
CUST-4572,Female,36,West,37,One year,63.57,1.0,,0,"$2,352.09"
CUST-4024,non-binary,73,North,37,Two year,114.88,,,0,"$4,250.56"
CUST-9424,Male,33,West,42,Two year,35.61,3.0,81.24,0,"$1,495.62"
CUST-5821,Male,60,North,10,Month-to-month,46.45,,,0,$464.5
CUST-9307,M,35,West,53,Two year,88.61,,73.96,0,"$4,696.33"
